SLpM,TD_Def,Sub_Avg,style,fighter_name,Height,Weight,Reach,Stance,DOB,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc
1.32,0.5,0.0,4,Daniel Jolly,"6' 1""",205 lbs.,"75""",Orthodox,"Sep 03, 1984",0.46,3.39,0.44,2.83,0.33
4.3,0.95,0.4,0,Jon Jones,"6' 4""",205 lbs.,"84""",Orthodox,"Jul 19, 1987",0.57,2.22,0.64,1.85,0.44
1.78,0.0,0.0,4,Jamelle Jones,"6' 0""",205 lbs.,"75""",Orthodox,"Jan 31, 1988",0.8,3.11,0.65,0.0,0.0
3.72,0.0,0.0,0,Trevin Jones,"5' 7""",140 lbs.,"70""",Southpaw,"Aug 04, 1990",0.52,9.45,0.29,2.15,0.5
2.96,0.81,0.0,0,Jocelyn Jones-Lybarger,"5' 7""",115 lbs.,"64""",Orthodox,"Oct 04, 1985",0.31,4.83,0.56,0.34,0.25
2.87,0.76,0.1,0,Shawn Jordan,"6' 0""",260 lbs.,"75""",Southpaw,"Oct 21, 1984",0.5,3.3,0.47,1.97,0.38
3.41,0.75,0.6,0,Ivan Jorge,"5' 9""",155 lbs.,"73""",Orthodox,"Nov 07, 1980",0.49,2.91,0.59,1.56,0.16
3.37,0.59,0.7,0,Scott Jorgensen,"5' 5""",135 lbs.,"66""",Orthodox,"Sep 17, 1982",0.4,3.41,0.65,2.61,0.45
2.98,0.87,0.1,0,Krzysztof Jotko,"6' 1""",185 lbs.,"77""",Southpaw,"Aug 19, 1989",0.45,1.9,0.58,1.27,0.35
5.67,0.58,0.3,5,Alan Jouban,"6' 0""",170 lbs.,"73""",Southpaw,"Nov 25, 1981",0.5,3.77,0.6,0.51,0.44
4.13,0.47,0.8,0,Charles Jourdain,"5' 9""",145 lbs.,"69""",Switch,"Nov 27, 1995",0.43,3.85,0.6,0.0,0.0
3.28,0.0,0.0,0,Dustin Joynson,"6' 6""",244 lbs.,"78""",Orthodox,"Oct 14, 1985",0.53,5.63,0.47,0.0,0.0
2.93,0.86,0.0,0,Luke Jumeau,"5' 11""",170 lbs.,"72""",Orthodox,"Feb 12, 1988",0.43,3.17,0.58,0.25,1.0
4.15,0.75,0.5,0,Chan Sung Jung,"5' 7""",145 lbs.,"72""",Orthodox,"Mar 17, 1987",0.41,4.01,0.56,0.62,0.41
5.06,0.83,0.5,5,Da-Un Jung,"6' 4""",205 lbs.,"78""",Orthodox,"Dec 07, 1993",0.43,5.38,0.55,0.0,0.0
2.94,0.5,0.3,0,Myles Jury,"5' 10""",145 lbs.,"73""",Orthodox,"Oct 31, 1988",0.42,2.16,0.66,2.16,0.55
7.28,0.94,0.4,2,Cristiane Justino,"5' 8""",145 lbs.,"68""",Orthodox,"Jul 09, 1985",0.52,2.25,0.64,0.66,0.55
6.58,0.37,0.6,5,Kai Kamaka,"5' 7""",145 lbs.,"69""",Orthodox,"Jan 05, 1995",0.6,6.74,0.49,3.68,0.75
3.22,0.78,2.0,1,Martin Kampmann,"6' 0""",170 lbs.,"72""",Orthodox,"Apr 17, 1982",0.42,3.28,0.62,1.86,0.41
0.7,0.0,0.0,4,Bharat Kandare,"5' 7""",135 lbs.,"72""",Orthodox,"Jun 20, 1987",0.1,1.88,0.72,0.0,0.0
1.88,0.63,0.9,4,Masanori Kanehara,"5' 7""",135 lbs.,"67""",Orthodox,"Nov 19, 1982",0.49,1.63,0.62,1.44,0.5
2.27,0.38,1.2,4,Denis Kang,"5' 11""",185 lbs.,"77""",Orthodox,"Sep 17, 1977",0.35,1.65,0.67,2.51,0.65
2.52,0.71,1.1,4,Kyung Ho Kang,"5' 9""",135 lbs.,"73""",Orthodox,"Sep 09, 1987",0.44,2.43,0.58,2.53,0.59
0.0,0.0,0.0,4,Manel Kape,"5' 5""",125 lbs.,"68""",,"Nov 14, 1993",0.0,0.0,0.0,0.0,0.0
5.16,0.9,0.0,5,Kai Kara-France,"5' 4""",125 lbs.,"69""",Orthodox,"Mar 26, 1993",0.39,4.0,0.66,0.56,0.23
2.57,0.86,0.9,4,Alex Karalexis,"5' 8""",155 lbs.,"66""",Orthodox,"Sep 20, 1977",0.42,2.39,0.54,2.7,0.45
5.36,0.63,0.0,5,Impa Kasanganay,"5' 11""",185 lbs.,"75""",Orthodox,"Jan 17, 1994",0.49,3.52,0.6,1.44,0.83
3.13,0.4,2.8,1,Nadia Kassem,"5' 5""",125 lbs.,"66""",Southpaw,"Nov 15, 1995",0.41,4.48,0.48,0.46,0.33
3.33,0.47,0.0,0,Brad Katona,"5' 6""",135 lbs.,"64""",Orthodox,"Dec 19, 1991",0.51,2.98,0.57,1.25,0.22
5.01,0.88,0.0,5,Calvin Kattar,"5' 11""",145 lbs.,"72""",Orthodox,"Mar 26, 1988",0.41,5.66,0.56,0.47,0.37
6.65,0.81,0.0,5,Sarah Kaufman,"5' 5""",135 lbs.,"66""",Orthodox,"Sep 20, 1985",0.46,4.0,0.62,0.38,0.57
2.04,0.63,1.1,4,Tatsuya Kawajiri,"5' 7""",145 lbs.,"69""",Orthodox,"May 08, 1978",0.44,2.01,0.5,3.63,0.48
2.4,0.53,0.3,4,Chris Kelades,"5' 7""",125 lbs.,"68""",Orthodox,"Feb 21, 1981",0.43,2.64,0.48,1.04,0.18
4.45,0.72,0.8,0,Brian Kelleher,"5' 6""",145 lbs.,"66""",Switch,"Aug 19, 1986",0.4,5.97,0.53,1.2,0.25
4.57,0.5,2.0,0,Tony Kelley,"5' 9""",135 lbs.,"70""",Switch,"Jan 21, 1987",0.47,4.77,0.43,0.0,0.0
3.22,0.3,1.5,0,Paul Kelly,"5' 9""",155 lbs.,"70""",Orthodox,"Sep 12, 1984",0.37,2.61,0.59,1.34,0.6
3.62,0.78,0.3,0,Daniel Kelly,"6' 0""",185 lbs.,"70""",Southpaw,"Oct 31, 1977",0.38,4.64,0.61,1.86,0.34
2.78,0.7,0.7,4,Tim Kennedy,"5' 11""",185 lbs.,"74""",Orthodox,"Sep 01, 1979",0.47,1.84,0.62,2.58,0.35
2.22,0.66,0.0,4,Jeremy Kennedy,"5' 11""",145 lbs.,"71""",Orthodox,"Sep 16, 1992",0.46,2.58,0.47,5.73,0.52
4.79,0.56,0.6,5,Casey Kenney,"5' 7""",140 lbs.,"68""",Southpaw,"Mar 20, 1991",0.43,4.07,0.59,1.25,0.42
1.91,0.0,14.3,3,Will Kerr,"5' 10""",155 lbs.,"69""",Orthodox,"Oct 21, 1982",0.42,6.22,0.33,0.0,0.0
1.98,0.61,0.1,4,Rustam Khabilov,"5' 8""",155 lbs.,"73""",Orthodox,"Nov 04, 1986",0.34,2.16,0.65,3.95,0.41
2.83,0.64,0.0,0,Sergey Khandozhko,"6' 1""",170 lbs.,"74""",Orthodox,"May 19, 1992",0.42,1.7,0.6,0.5,0.16
6.14,0.0,0.0,5,Alfred Khashakyan,"5' 8""",135 lbs.,"70""",Orthodox,"Jul 17, 1988",0.42,6.38,0.4,3.54,0.25
6.0,0.0,18.0,3,Aliaskhab Khizriev,"5' 9""",185 lbs.,"74""",Southpaw,"Aug 24, 1990",0.83,3.6,0.66,18.0,0.5
5.14,0.83,0.2,5,Pannie Kianzad,"5' 7""",135 lbs.,"66""",Orthodox,"Dec 08, 1991",0.49,3.62,0.57,0.22,0.14
2.64,0.76,0.8,4,Katsunori Kikuno,"5' 8""",145 lbs.,"66""",Orthodox,"Oct 31, 1981",0.4,2.47,0.61,1.88,0.75
0.77,0.0,0.0,4,Jacob Kilburn,"5' 9""",145 lbs.,"72""",Orthodox,"Jun 28, 1995",0.55,7.26,0.17,0.0,0.0
2.12,0.71,0.6,4,Dong Hyun Kim,"6' 2""",170 lbs.,"76""",Southpaw,"Nov 17, 1981",0.49,1.89,0.58,2.93,0.43
4.5,0.42,0.0,5,Ji Yeon Kim,"5' 7""",125 lbs.,"72""",Orthodox,"Oct 18, 1989",0.34,4.94,0.57,0.0,0.0
2.81,0.5,0.0,0,Jeremy Kimball,"6' 0""",205 lbs.,"72""",Switch,"Jan 03, 1991",0.46,3.84,0.49,1.41,0.2
1.86,0.25,2.4,1,Rob Kimmons,"5' 10""",185 lbs.,"73""",Orthodox,"Jan 30, 1981",0.48,4.79,0.38,2.08,0.46
1.33,0.5,2.2,1,Dustin Kimura,"5' 7""",135 lbs.,"71""",Orthodox,"May 21, 1989",0.21,3.82,0.51,0.93,0.37
2.97,0.52,0.0,0,Kyle Kingsbury,"6' 4""",205 lbs.,"79""",Orthodox,"Mar 22, 1982",0.4,3.81,0.51,2.64,0.41
5.31,1.0,0.0,5,Kamuela Kirk,"5' 10""",145 lbs.,"75""",Switch,"Apr 13, 1994",0.57,12.25,0.21,2.89,0.4
4.65,0.55,0.2,5,Justine Kish,"5' 5""",125 lbs.,"64""",Orthodox,"Apr 13, 1988",0.48,4.62,0.59,1.01,0.35
7.11,0.0,0.0,2,Ludovit Klein,"5' 7""",155 lbs.,"72""",Southpaw,"Feb 22, 1995",0.69,3.16,0.42,0.0,0.0
3.89,0.68,0.0,0,Drakkar Klose,"5' 9""",155 lbs.,"70""",Orthodox,"Mar 09, 1988",0.53,3.64,0.53,1.56,0.3
2.95,0.47,1.7,1,Jason Knight,"5' 10""",145 lbs.,"71""",Orthodox,"Jul 14, 1992",0.33,3.02,0.51,1.31,0.31
4.69,0.63,0.5,5,William Knight,"5' 10""",205 lbs.,"73""",Orthodox,"Apr 03, 1988",0.76,2.88,0.33,3.76,0.66
2.33,0.81,1.0,4,Erik Koch,"5' 10""",170 lbs.,"71""",Southpaw,"Oct 04, 1988",0.42,2.82,0.47,1.02,0.42
5.4,0.83,0.3,5,Syuri Kondo,"5' 4""",115 lbs.,"66""",Orthodox,"Feb 08, 1989",0.44,7.22,0.58,0.0,0.0
3.33,0.52,0.2,0,Cheick Kongo,"6' 4""",240 lbs.,"82""",Orthodox,"May 17, 1975",0.56,1.28,0.54,2.3,0.56
2.64,0.66,0.0,4,Roman Kopylov,"6' 0""",185 lbs.,"75""",Southpaw,"May 04, 1991",0.38,3.07,0.63,0.0,0.0
1.79,0.64,0.4,4,Josh Koscheck,"5' 10""",170 lbs.,"73""",Orthodox,"Nov 30, 1977",0.36,2.27,0.63,2.46,0.48
1.02,0.46,0.8,4,Naoyuki Kotani,"5' 8""",155 lbs.,"66""",Southpaw,"Dec 08, 1981",0.31,2.89,0.5,0.83,0.16
5.27,0.75,0.1,5,Karolina Kowalkiewicz,"5' 3""",115 lbs.,"64""",Orthodox,"Oct 15, 1985",0.39,5.65,0.56,0.1,0.12
2.07,0.0,0.8,4,Derrick Krantz,"5' 10""",170 lbs.,"72""",Orthodox,"Jan 13, 1988",0.37,4.03,0.5,3.18,0.5
4.79,0.59,0.9,5,James Krause,"6' 2""",170 lbs.,"73""",Orthodox,"Jun 04, 1986",0.49,4.11,0.61,0.96,0.18
4.54,0.52,1.6,0,Nikita Krylov,"6' 3""",205 lbs.,"77""",Orthodox,"Mar 07, 1992",0.59,2.45,0.41,1.4,0.38
0.93,0.0,2.0,1,Mariusz Ksiazkiewicz,"6' 3""",185 lbs.,"75""",Southpaw,"Oct 04, 1989",0.45,3.4,0.39,4.0,1.0
3.28,0.79,0.0,0,Michael Kuiper,"6' 0""",185 lbs.,"73""",Orthodox,"Jun 07, 1989",0.54,3.62,0.54,2.3,0.55
2.27,0.71,0.4,4,Anton Kuivanen,"5' 8""",155 lbs.,"72""",Orthodox,"May 01, 1984",0.38,1.63,0.67,1.2,1.0
3.67,0.8,0.0,0,Aleksei Kunchenko,"5' 8""",170 lbs.,"70""",Orthodox,"May 02, 1984",0.44,2.83,0.63,0.25,0.33
1.87,0.28,0.3,4,Kiichi Kunimoto,"5' 10""",170 lbs.,"71""",Orthodox,"May 01, 1981",0.44,3.92,0.41,1.59,0.2
4.49,0.33,0.2,5,Yana Kunitskaya,"5' 6""",135 lbs.,"68""",Orthodox,"Nov 11, 1989",0.54,3.17,0.51,2.04,0.53
0.73,0.69,1.0,4,Korey Kuppe,"6' 5""",170 lbs.,"77""",Switch,"Jan 23, 1989",0.73,1.33,0.31,0.0,0.0
2.47,0.68,0.0,4,Guram Kutateladze,"5' 11""",155 lbs.,"72""",Orthodox,"Jan 08, 1992",0.43,3.47,0.58,0.0,0.0
3.93,0.5,0.8,0,Mike Kyle,"6' 4""",205 lbs.,"77""",Orthodox,"Mar 31, 1980",0.51,3.35,0.49,1.33,0.62
5.22,0.66,1.2,5,Aspen Ladd,"5' 6""",135 lbs.,"66""",Orthodox,"Mar 01, 1995",0.55,4.84,0.46,2.45,0.75
2.89,0.58,0.2,0,Ryan LaFlare,"6' 1""",170 lbs.,"74""",Southpaw,"Oct 01, 1983",0.4,1.86,0.63,2.13,0.44
2.79,0.16,2.4,1,Noad Lahat,"5' 9""",145 lbs.,"69""",Orthodox,"Jun 08, 1984",0.46,1.47,0.63,2.37,0.26
3.13,0.46,0.9,0,Ricardo Lamas,"5' 8""",145 lbs.,"71""",Orthodox,"May 21, 1982",0.47,2.87,0.57,1.84,0.33
3.21,0.28,2.4,1,Jason Lambert,"6' 3""",185 lbs.,"75""",Orthodox,"Jun 03, 1975",0.58,1.84,0.5,1.35,0.36
6.89,0.85,0.0,5,Nate Landwehr,"5' 9""",145 lbs.,"72""",Orthodox,"Jun 06, 1988",0.5,7.22,0.52,0.0,0.0
2.76,0.5,0.1,4,Lina Lansberg,"5' 7""",135 lbs.,"65""",Orthodox,"Mar 13, 1982",0.57,3.7,0.44,0.71,0.33
3.77,0.81,0.6,0,Taylor Lapilus,"5' 6""",135 lbs.,"73""",Southpaw,"Apr 08, 1992",0.45,2.0,0.61,0.58,0.4
4.78,0.78,0.0,5,Chad Laprise,"5' 10""",170 lbs.,"71""",Orthodox,"Jul 23, 1986",0.42,3.59,0.65,1.05,0.54
2.73,0.0,0.0,4,TJ Laramie,"5' 6""",145 lbs.,"66""",Orthodox,"Oct 15, 1997",0.51,3.24,0.26,2.56,0.5
3.53,0.79,0.1,0,Lorenz Larkin,"5' 11""",170 lbs.,"72""",Orthodox,"Sep 03, 1986",0.46,2.74,0.63,0.27,0.42
4.87,0.0,0.0,5,Jeremy Larsen,"5' 10""",145 lbs.,"70""",Orthodox,"May 18, 1984",0.48,5.75,0.57,2.49,0.33
1.39,0.43,2.0,1,Brock Larson,"5' 11""",170 lbs.,"71""",Southpaw,"Aug 23, 1977",0.46,1.5,0.55,2.67,0.34
3.1,0.0,0.0,0,Bobby Lashley,"6' 3""",255 lbs.,"78""",Orthodox,"Jul 16, 1976",0.63,0.76,0.63,11.47,0.7
2.01,1.0,0.4,4,Ilir Latifi,"5' 10""",205 lbs.,"73""",Orthodox,"Jul 28, 1983",0.4,2.84,0.56,2.02,0.32
1.44,0.51,0.8,4,Jenel Lausa,"5' 5""",125 lbs.,"68""",Orthodox,"Aug 01, 1988",0.42,3.53,0.53,0.55,0.66
2.84,0.54,2.0,1,Joe Lauzon,"5' 10""",155 lbs.,"71""",Orthodox,"May 22, 1984",0.39,5.39,0.54,2.39,0.45
3.79,0.87,0.0,0,Muhammed Lawal,"6' 0""",205 lbs.,"78""",Southpaw,"Jan 11, 1981",0.52,1.61,0.66,5.96,0.75
3.5,0.64,0.0,0,Robbie Lawler,"5' 11""",170 lbs.,"74""",Southpaw,"Mar 20, 1982",0.45,4.16,0.6,0.68,0.64
2.5,0.57,1.4,4,Tom Lawlor,"6' 0""",205 lbs.,"74""",Southpaw,"May 15, 1983",0.42,2.41,0.6,2.46,0.32
3.84,0.73,0.0,0,Justin Lawrence,"5' 8""",145 lbs.,"67""",Orthodox,"May 15, 1990",0.35,2.83,0.67,0.72,0.28
5.87,0.5,0.0,5,Lance Lawrence,"6' 1""",145 lbs.,"74""",Orthodox,"Jun 26, 1993",0.5,9.8,0.24,1.0,1.0
1.87,1.0,1.0,4,Ronnie Lawrence,"5' 8""",135 lbs.,"68""",Switch,"Jun 13, 1992",0.48,1.0,0.53,12.0,0.7
4.87,0.96,0.0,5,Valmir Lazaro,"6' 0""",155 lbs.,"73""",Orthodox,"Aug 15, 1985",0.37,4.09,0.61,1.33,0.4
6.53,0.75,0.0,5,Mounir Lazzez,"6' 1""",170 lbs.,"76""",Orthodox,"Nov 16, 1987",0.55,4.47,0.49,4.0,1.0
4.36,0.88,0.3,0,Cung Le,"5' 9""",185 lbs.,"70""",Southpaw,"May 25, 1972",0.48,2.98,0.66,1.37,0.71
1.97,1.0,0.0,4,Thanh Le,"5' 9""",145 lbs.,"74""",Orthodox,"Aug 28, 1985",0.4,1.82,0.7,0.0,0.0
1.08,0.0,3.2,1,Jordan Leavitt,"5' 9""",155 lbs.,"71""",Southpaw,"Jun 02, 1995",0.55,0.43,0.75,6.5,0.66
2.87,0.53,0.8,0,Chris Leben,"5' 11""",185 lbs.,"73""",Southpaw,"Jul 21, 1980",0.42,2.87,0.52,1.14,0.41
2.6,0.6,0.0,4,Mickael Lebout,"5' 11""",155 lbs.,"73""",Orthodox,"Aug 16, 1987",0.34,2.98,0.54,0.0,0.0
3.35,0.42,0.2,0,Justin Ledet,"6' 4""",205 lbs.,"80""",Orthodox,"Sep 28, 1988",0.39,4.82,0.49,0.23,0.5
3.47,0.72,1.0,0,Vaughan Lee,"5' 6""",125 lbs.,"66""",Orthodox,"Oct 15, 1982",0.47,2.07,0.7,0.81,0.33
3.9,0.75,0.8,0,Kevin Lee,"5' 9""",170 lbs.,"77""",Orthodox,"Sep 04, 1992",0.42,3.23,0.51,3.21,0.43
5.58,0.57,0.5,5,Andrea Lee,"5' 6""",125 lbs.,"69""",Orthodox,"Feb 11, 1989",0.49,3.83,0.65,1.67,0.45
1.87,0.71,0.0,4,Cheyden Leialoha,"5' 8""",135 lbs.,"73""",Orthodox,"Mar 15, 1994",0.28,3.2,0.53,2.0,0.33
2.13,0.3,1.1,4,Thales Leites,"6' 1""",185 lbs.,"78""",Orthodox,"Sep 06, 1981",0.4,2.99,0.52,2.1,0.27
5.98,1.0,0.6,5,Amanda Lemos,"5' 4""",135 lbs.,"65""",Southpaw,"May 22, 1987",0.64,6.09,0.44,2.26,1.0
0.0,0.0,0.0,4,Giacomo Lemos,"6' 3""",247 lbs.,"75""",Orthodox,"Jun 23, 1989",0.0,0.0,0.0,0.0,0.0
2.69,0.63,0.3,4,Jesse Lennox,"5' 9""",170 lbs.,"72""",Orthodox,"Mar 10, 1982",0.32,3.2,0.64,1.22,0.66
3.46,0.45,1.2,0,Nik Lentz,"5' 8""",155 lbs.,"68""",Orthodox,"Aug 13, 1984",0.48,3.14,0.49,3.41,0.33
4.85,0.0,0.0,5,Victoria Leonardo,"5' 5""",125 lbs.,"64""",Orthodox,"Feb 16, 1990",0.53,2.58,0.48,4.65,0.42
3.53,0.6,0.5,0,Brock Lesnar,"6' 3""",265 lbs.,"81""",Orthodox,"Jul 12, 1977",0.72,2.11,0.5,3.9,0.55
4.51,0.66,0.3,5,Valerie Letourneau,"5' 7""",115 lbs.,"68""",Orthodox,"Apr 29, 1983",0.37,5.4,0.58,0.77,0.45
4.87,1.0,0.0,5,Leah Letson,"5' 7""",145 lbs.,"71""",,"Aug 21, 1992",0.4,3.8,0.63,0.0,0.0
2.55,0.83,0.6,4,Marcus LeVesseur,"5' 9""",155 lbs.,"70""",Southpaw,"Jul 17, 1982",0.64,3.7,0.37,3.89,0.36
1.65,1.0,2.8,1,Natan Levy,"5' 9""",155 lbs.,"71""",Southpaw,"Sep 30, 1991",0.6,0.82,0.57,2.75,1.0
2.64,0.52,0.0,4,Derrick Lewis,"6' 3""",260 lbs.,"79""",Orthodox,"Feb 07, 1985",0.5,2.09,0.44,0.54,0.26
3.73,0.66,0.0,0,Bevon Lewis,"6' 3""",185 lbs.,"79""",Orthodox,"May 05, 1991",0.43,2.67,0.54,0.0,0.0
4.51,0.59,0.0,5,Li Jingliang,"6' 0""",170 lbs.,"71""",Orthodox,"Mar 20, 1988",0.42,3.69,0.59,1.32,0.39
2.97,0.81,0.0,0,Chuck Liddell,"6' 2""",205 lbs.,"76""",Orthodox,"Dec 17, 1969",0.35,2.71,0.56,0.44,0.75
4.45,0.73,0.2,5,Hyun Gyu Lim,"6' 3""",170 lbs.,"77""",Orthodox,"Jan 16, 1985",0.41,5.07,0.51,0.23,1.0
1.94,0.7,0.0,4,Juliana Lima,"5' 5""",115 lbs.,"65""",Orthodox,"Mar 15, 1982",0.44,2.11,0.55,1.72,0.31
2.84,0.66,0.8,0,Dhiego Lima,"6' 2""",170 lbs.,"75""",Orthodox,"Jan 31, 1989",0.4,2.96,0.62,1.66,0.44
2.62,0.6,1.3,4,Matt Lindland,"6' 0""",185 lbs.,"74""",Southpaw,"May 17, 1970",0.5,1.56,0.52,3.01,0.48
5.36,0.67,0.6,5,John Lineker,"5' 3""",135 lbs.,"67""",Orthodox,"Jun 12, 1990",0.4,4.27,0.56,0.56,0.58
0.8,0.5,0.0,4,Austin Lingo,"5' 10""",145 lbs.,"70""",Orthodox,"Jul 10, 1994",0.19,2.07,0.43,1.0,1.0
2.66,0.0,0.0,4,Philipe Lins,"6' 2""",240 lbs.,"78""",Orthodox,"Aug 17, 1985",0.4,3.68,0.49,0.0,0.0
3.03,0.45,0.5,0,Ariane Lipski,"5' 6""",125 lbs.,"67""",Orthodox,"Jan 26, 1994",0.32,4.45,0.48,0.27,0.25
1.26,0.5,1.1,4,Dean Lister,"6' 1""",185 lbs.,"75""",Orthodox,"Feb 13, 1976",0.35,1.89,0.61,1.58,0.15
3.52,0.52,0.0,0,Artem Lobov,"5' 9""",145 lbs.,"65""",Southpaw,"Aug 11, 1986",0.41,4.82,0.5,0.39,0.25
1.31,0.28,1.2,4,Dylan Lockard,"5' 9""",145 lbs.,"72""",Orthodox,"May 19, 1992",0.53,3.31,0.52,2.31,0.4
5.27,0.0,2.0,5,Christian Lohsen,"6' 2""",155 lbs.,"77""",Southpaw,"Jan 24, 1995",0.49,6.93,0.44,0.0,0.0
1.59,0.36,0.1,4,David Loiseau,"6' 0""",185 lbs.,"76""",Orthodox,"Dec 17, 1979",0.44,3.64,0.43,0.43,0.42
3.02,0.77,0.5,0,Hector Lombard,"5' 9""",185 lbs.,"71""",Southpaw,"Feb 02, 1978",0.46,3.35,0.53,1.69,0.48
1.47,0.6,0.0,4,Michael Lombardo,"6' 0""",170 lbs.,"72""",Orthodox,"Apr 03, 1990",0.62,2.63,0.31,2.5,0.21
5.16,0.72,0.0,5,Loma Lookboonmee,"5' 1""",115 lbs.,"61""",Orthodox,"Jan 18, 1996",0.55,3.09,0.59,0.67,0.25
3.13,0.71,1.3,0,Matthew Lopez,"5' 7""",135 lbs.,"69""",Southpaw,"Jan 21, 1987",0.5,3.73,0.55,3.32,0.6
4.49,0.78,0.3,5,Benito Lopez,"5' 10""",135 lbs.,"73""",Switch,"Apr 06, 1994",0.44,4.8,0.58,0.0,0.0
2.26,0.27,0.8,4,Gustavo Lopez,"5' 5""",135 lbs.,"67""",Orthodox,"Jun 27, 1989",0.4,5.08,0.46,1.69,0.66
6.23,0.92,0.0,5,Brendan Loughnane,"5' 10""",145 lbs.,"70""",Switch,"Dec 05, 1989",0.63,6.7,0.53,1.5,0.3
3.97,0.0,0.0,0,Joe Lowry,"5' 11""",155 lbs.,"73""",Orthodox,"Dec 12, 1989",0.34,4.25,0.63,0.0,0.0
4.62,0.59,0.1,5,Duane Ludwig,"5' 10""",170 lbs.,"70""",Orthodox,"Aug 04, 1978",0.44,3.05,0.57,0.43,0.25
1.79,0.66,0.0,4,Dalcha Lungiambula,"5' 8""",185 lbs.,"76""",Orthodox,"Jul 31, 1987",0.55,2.69,0.41,2.83,0.5
5.72,0.64,0.8,5,Vicente Luque,"5' 11""",170 lbs.,"75""",Orthodox,"Nov 27, 1991",0.53,5.82,0.52,0.68,0.5
0.41,0.3,0.7,4,Travis Lutter,"5' 11""",185 lbs.,"75""",Orthodox,"May 12, 1973",0.32,2.42,0.42,1.95,0.24
4.33,0.81,0.5,0,Tucker Lutz,"5' 8""",155 lbs.,"72""",Orthodox,"Jul 12, 1994",0.49,2.8,0.47,2.0,0.57
0.0,0.0,0.0,4,Lv Zhenhong,"5' 8""",145 lbs.,"67""",Switch,"Jun 25, 1993",0.0,0.0,0.0,0.0,0.0
3.76,0.55,2.4,1,Chris Lytle,"5' 11""",170 lbs.,"68""",Orthodox,"Aug 18, 1974",0.45,3.03,0.58,0.7,0.55
2.84,0.33,0.0,0,Dong Hyun Ma,"5' 11""",155 lbs.,"70""",Orthodox,"Sep 09, 1988",0.41,4.1,0.54,1.27,0.53
4.92,0.78,0.0,5,William Macario,"5' 11""",170 lbs.,"75""",Orthodox,"Jul 01, 1991",0.54,3.96,0.65,1.85,0.45
1.55,0.35,2.0,1,Jason MacDonald,"6' 3""",185 lbs.,"80""",Orthodox,"Jun 03, 1975",0.52,2.7,0.46,1.43,0.16
1.8,0.8,5.4,1,Rob MacDonald,"6' 3""",205 lbs.,"78""",Orthodox,"Sep 05, 1978",0.5,2.04,0.46,7.19,0.8
3.75,0.88,0.4,0,Rory MacDonald,"6' 0""",170 lbs.,"76""",Orthodox,"Jul 22, 1989",0.42,2.8,0.62,1.77,0.47
2.28,0.0,0.0,4,Ryan MacDonald,"5' 11""",135 lbs.,"71""",Switch,"Mar 18, 1993",0.29,6.49,0.45,0.0,0.0
3.13,0.46,0.6,0,Veronica Macedo,"5' 4""",125 lbs.,"64""",Southpaw,"Oct 30, 1995",0.39,5.06,0.43,0.57,0.18
2.59,0.75,0.4,4,Lyoto Machida,"6' 1""",185 lbs.,"74""",Southpaw,"May 30, 1978",0.53,1.57,0.61,1.21,0.65
0.8,0.0,0.0,4,Pauline Macias,"5' 4""",115 lbs.,"64""",Southpaw,"Jun 27, 1988",0.29,4.6,0.42,2.0,0.18
2.51,0.89,0.5,4,Reza Madadi,"5' 11""",155 lbs.,"73""",Orthodox,"Jun 20, 1978",0.46,3.31,0.66,3.17,0.33
2.08,0.8,0.7,4,Don Madge,"6' 0""",155 lbs.,"72""",Southpaw,"Nov 12, 1990",0.52,0.74,0.67,2.22,0.25
2.46,0.7,0.0,4,Jon Madsen,"6' 0""",240 lbs.,"72""",Orthodox,"Feb 12, 1980",0.41,1.18,0.81,1.32,0.71
2.28,0.0,0.0,4,Mark Madsen,"5' 8""",155 lbs.,"72""",Orthodox,"Sep 23, 1984",0.42,2.53,0.46,8.33,0.64
2.36,0.5,0.7,4,Yoshiro Maeda,"5' 7""",139 lbs.,"68""",Southpaw,"Oct 31, 1981",0.33,2.55,0.63,2.93,0.51
4.55,0.69,0.4,5,Leonardo Mafra,"5' 10""",155 lbs.,"70""",Orthodox,"Apr 25, 1989",0.48,4.38,0.43,2.12,0.83
2.14,0.66,0.8,4,Vinny Magalhaes,"6' 3""",205 lbs.,"75""",Orthodox,"Jul 02, 1984",0.24,3.97,0.68,1.55,0.44
2.27,0.58,1.6,1,Caio Magalhaes,"6' 1""",185 lbs.,"73""",Orthodox,"Dec 14, 1987",0.4,2.78,0.56,1.05,0.15
1.53,0.28,0.4,4,Angela Magana,"5' 1""",115 lbs.,"65""",Orthodox,"Aug 02, 1983",0.28,4.92,0.42,0.4,0.25
3.96,0.59,0.3,0,Neil Magny,"6' 3""",170 lbs.,"80""",Orthodox,"Aug 03, 1987",0.48,2.15,0.56,2.63,0.45
4.4,0.89,0.2,5,Rashid Magomedov,"5' 9""",155 lbs.,"70""",Orthodox,"Nov 29, 1984",0.49,3.05,0.54,0.67,0.57
4.02,0.88,0.0,0,Ruslan Magomedov,"6' 3""",242 lbs.,"78""",Orthodox,"Nov 26, 1986",0.47,1.47,0.66,0.33,1.0
4.89,0.77,0.8,5,Zabit Magomedsharipov,"6' 1""",145 lbs.,"73""",Orthodox,"Mar 01, 1991",0.48,3.0,0.64,5.22,0.56
